Date,Campaign ID,Campaign Name,Targeting Type,Targeting Value,Match Type,Most Viewed Position,Pacing Type,CPM,Impressions,Direct ATC,Indirect ATC,Direct Quantities Sold,Indirect Quantities Sold,Direct Sales,Indirect Sales,New Users Acquired,Estimated Budget Consumed,Direct RoAS,Total RoAS
06-06-2026,529356,Eco and vernacular June'26,Keyword,banana lea,SMART,1,DAILY,350,393,0,0,0,0,0,0,0,141.5,0,0
06-06-2026,529356,Eco and vernacular June'26,Keyword,banana leaf,SMART,1,DAILY,350,1153,2,0,2,0,288,0,2,409.6,0.703125,0.703125
06-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,5,0,0,0,0,0,0,0,2,0,0
06-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,4,0,0,0,0,0,0,0,1.4,0,0
06-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,2,0,0,0,0,0,0,0,0.8,0,0
06-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,6,0,0,0,0,0,0,0,2.2,0,0
06-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,8,0,0,0,0,0,0,0,3,0,0
06-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,2,0,0,0,0,0,0,0,0.8,0,0
06-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,7,0,0,0,0,0,0,0,2.7,0,0
06-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,2,0,0,0,0,0,0,0,0.8,0,0
06-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,7,0,0,0,0,0,0,0,2.6,0,0
06-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,2,0,0,0,0,0,0,0,0.8,0,0
06-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,3,0,0,0,0,0,0,0,1.2,0,0
06-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,6,0,0,0,0,0,0,0,2.4,0,0
06-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,32,0,0,0,0,0,0,0,12.4,0,0
06-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,15,0,0,0,0,0,0,0,5.8,0,0
06-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,2,0,0,0,0,0,0,0,0.8,0,0
06-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,25,0,0,0,0,0,0,0,9.3,0,0
06-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,12,0,0,0,0,0,0,0,4.4,0,0
06-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,1,0,0,0,0,0,0,0,0.4,0,0
06-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,6,0,0,0,0,0,0,0,2.3,0,0
06-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,15,0,0,0,0,0,0,0,5.7,0,0
06-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,2,0,0,0,0,0,0,0,0.8,0,0
06-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,9,0,0,0,0,0,0,0,3.2,0,0
06-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,3,0,0,0,0,0,0,0,1.2,0,0
06-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,6,0,0,0,0,0,0,0,2.4,0,0
06-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,36,0,0,0,0,0,0,0,13.6,0,0
06-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,39,0,0,0,0,0,0,0,14.3,0,0
06-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,2,0,0,0,0,0,0,0,0.8,0,0
06-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,2,0,0,0,0,0,0,0,0.8,0,0
06-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,53,0,0,0,0,0,0,0,19.2,0,0
06-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,2,0,0,0,0,0,0,0,0.8,0,0
06-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,2,0,0,0,0,0,0,0,0.8,0,0
06-06-2026,529356,Eco and vernacular June'26,Keyword,bagasse plates,EXACT,1,DAILY,300,2,0,0,0,0,0,0,0,0.6,0,0
06-06-2026,529359,Discovery – Typed/Partial June'26,Keyword,disp,EXACT,1,DAILY,300,676,13,2,7,2,983,198,3,202.8,4.847140039,5.8234714
06-06-2026,529359,Discovery – Typed/Partial June'26,Keyword,disposa,EXACT,5,DAILY,300,500,12,2,9,1,1071,99,3,150,7.14,7.8
06-06-2026,529359,Discovery – Typed/Partial June'26,Keyword,dispos,EXACT,5,DAILY,300,463,3,1,3,1,437,99,2,138.9,3.146148308,3.858891289
06-06-2026,529359,Discovery – Typed/Partial June'26,Keyword,disposabl,EXACT,5,DAILY,300,126,0,0,0,0,0,0,0,37.8,0,0
06-06-2026,529359,Discovery – Typed/Partial June'26,Keyword,dispo,EXACT,5,DAILY,300,1582,18,4,13,2,1477,198,12,474.6,3.112094395,3.529287821
06-06-2026,529359,Discovery – Typed/Partial June'26,Keyword,disposal,EXACT,5,DAILY,300,939,13,1,5,0,555,0,5,281.7,1.970181044,1.970181044
06-06-2026,529361,Material Conquest June'26,Keyword,steel plate,EXACT,1,DAILY,450,153,2,0,2,0,238,0,1,71,3.352112676,3.352112676
06-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,1,DAILY,450,6,0,0,0,0,0,0,0,2.8,0,0
06-06-2026,529361,Material Conquest June'26,Keyword,plat,SMART,1,DAILY,450,38,0,0,0,0,0,0,0,17.8,0,0
06-06-2026,529361,Material Conquest June'26,Keyword,plate,SMART,1,DAILY,450,317,3,0,1,0,69,0,1,145.9,0.472926662,0.472926662
06-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,1,DAILY,450,2,0,0,0,0,0,0,0,1,0,0
06-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,1,DAILY,450,3,0,0,0,0,0,0,0,1.5,0,0
06-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,1,DAILY,450,5,0,0,0,0,0,0,0,2.5,0,0
06-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,1,DAILY,450,2,0,0,0,0,0,0,0,1,0,0
06-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,1,DAILY,450,7,0,0,0,0,0,0,0,3.4,0,0
06-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,1,DAILY,450,10,0,0,0,0,0,0,0,4.6,0,0
06-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,1,DAILY,450,1,0,0,0,0,0,0,0,0.5,0,0
06-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,1,DAILY,450,4,0,0,0,0,0,0,0,2,0,0
06-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,1,DAILY,450,6,0,0,0,0,0,0,0,2.8,0,0
06-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,1,DAILY,450,6,0,0,0,0,0,0,0,2.8,0,0
06-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,1,DAILY,450,5,0,0,0,0,0,0,0,2.4,0,0
06-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,1,DAILY,450,8,0,0,0,0,0,0,0,3.8,0,0
06-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,1,DAILY,450,19,0,0,0,0,0,0,0,9.3,0,0
06-06-2026,529361,Material Conquest June'26,Keyword,stee,SMART,1,DAILY,450,79,0,0,0,0,0,0,0,36.7,0,0
06-06-2026,529361,Material Conquest June'26,Keyword,steel,SMART,5,DAILY,450,227,1,0,0,0,0,0,0,105,0,0
06-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,1,DAILY,450,3,0,0,0,0,0,0,0,1.4,0,0
06-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,1,DAILY,450,6,0,0,0,0,0,0,0,3,0,0
06-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,1,DAILY,450,2,0,0,0,0,0,0,0,1,0,0
06-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,1,DAILY,450,5,0,0,0,0,0,0,0,2.5,0,0
06-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,1,DAILY,450,2,0,0,0,0,0,0,0,1,0,0
06-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,1,DAILY,450,4,0,0,0,0,0,0,0,2,0,0
06-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,1,DAILY,450,3,0,0,0,0,0,0,0,1.5,0,0
06-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,1,DAILY,450,2,0,0,0,0,0,0,0,1,0,0
06-06-2026,529361,Material Conquest June'26,Keyword,plastic plate,EXACT,1,DAILY,300,81,3,0,2,0,188,0,2,24.3,7.736625514,7.736625514
06-06-2026,529361,Material Conquest June'26,Keyword,plastic glass,SMART,1,DAILY,300,6,0,0,0,0,0,0,0,1.8,0,0
06-06-2026,529361,Material Conquest June'26,Keyword,plastic pe,SMART,1,DAILY,300,4,0,0,0,0,0,0,0,1.2,0,0
06-06-2026,529361,Material Conquest June'26,Keyword,plastic pl,SMART,1,DAILY,300,29,0,0,0,0,0,0,0,8.7,0,0
06-06-2026,529361,Material Conquest June'26,Keyword,plastic pla,SMART,1,DAILY,300,10,0,0,0,0,0,0,0,3,0,0
06-06-2026,529361,Material Conquest June'26,Keyword,plastic plant,SMART,5,DAILY,300,18,0,0,0,0,0,0,0,5.4,0,0
06-06-2026,529361,Material Conquest June'26,Keyword,plastic plat,SMART,1,DAILY,300,6,0,0,0,0,0,0,0,1.8,0,0
06-06-2026,529361,Material Conquest June'26,Keyword,plastic plates,SMART,3,DAILY,300,15,0,0,0,0,0,0,0,4.5,0,0
06-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,1,DAILY,300,2,0,0,0,0,0,0,0,0.6,0,0
06-06-2026,529361,Material Conquest June'26,Keyword,plate plastic,SMART,1,DAILY,300,3,0,0,0,0,0,0,0,0.9,0,0
06-06-2026,529361,Material Conquest June'26,Keyword,plastic bowl,EXACT,1,DAILY,400,214,5,0,3,0,237,0,3,85.6,2.768691589,2.768691589
06-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,5,DAILY,400,23,0,0,0,0,0,0,0,9.2,0,0
06-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,5,DAILY,400,17,0,0,0,0,0,0,0,6.8,0,0
06-06-2026,529361,Material Conquest June'26,Keyword,bowl,SMART,3,DAILY,400,289,2,0,0,0,0,0,0,115.6,0,0
06-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,5,DAILY,400,2,0,0,0,0,0,0,0,0.8,0,0
06-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,5,DAILY,400,2,0,0,0,0,0,0,0,0.8,0,0
06-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,5,DAILY,400,8,0,0,0,0,0,0,0,3.2,0,0
06-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,5,DAILY,400,2,0,0,0,0,0,0,0,0.8,0,0
06-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,5,DAILY,400,4,0,0,0,0,0,0,0,1.6,0,0
06-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,5,DAILY,400,1,0,0,0,0,0,0,0,0.4,0,0
06-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,5,DAILY,400,2,0,0,0,0,0,0,0,0.8,0,0
06-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,5,DAILY,400,28,0,0,0,0,0,0,0,11.2,0,0
06-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,5,DAILY,400,19,0,0,0,0,0,0,0,7.6,0,0
06-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,5,DAILY,400,6,0,0,0,0,0,0,0,2.4,0,0
06-06-2026,529361,Material Conquest June'26,Keyword,plastic,SMART,1,DAILY,400,68,1,0,1,0,169,0,1,27.2,6.213235294,6.213235294
06-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,5,DAILY,400,19,0,0,0,0,0,0,0,7.6,0,0
06-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,5,DAILY,400,1,0,0,0,0,0,0,0,0.4,0,0
06-06-2026,529361,Material Conquest June'26,Keyword,plastic bo,SMART,1,DAILY,400,80,0,0,0,0,0,0,0,32,0,0
06-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,5,DAILY,400,11,0,0,0,0,0,0,0,4.4,0,0
06-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,5,DAILY,400,4,0,0,0,0,0,0,0,1.6,0,0
06-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,5,DAILY,400,24,0,0,0,0,0,0,0,9.6,0,0
06-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,5,DAILY,400,4,0,0,0,0,0,0,0,1.6,0,0
06-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,5,DAILY,400,3,0,0,0,0,0,0,0,1.2,0,0
06-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,5,DAILY,400,5,0,0,0,0,0,0,0,2,0,0
06-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,5,DAILY,400,2,0,0,0,0,0,0,0,0.8,0,0
06-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,5,DAILY,400,2,0,0,0,0,0,0,0,0.8,0,0
06-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,5,DAILY,400,5,0,0,0,0,0,0,0,2,0,0
06-06-2026,529361,Material Conquest June'26,Keyword,plastic spoon,SMART,1,DAILY,400,48,0,0,0,0,0,0,0,19.2,0,0
06-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,5,DAILY,400,12,0,0,0,0,0,0,0,4.8,0,0
06-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,5,DAILY,400,2,0,0,0,0,0,0,0,0.8,0,0
06-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,5,DAILY,400,5,0,0,0,0,0,0,0,2,0,0
06-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,5,DAILY,400,2,0,0,0,0,0,0,0,0.8,0,0
06-06-2026,529363,Adjacent SKU – Cups/Spoons June'26,Keyword,disposable spoon,EXACT,5,DAILY,350,1082,3,0,1,0,169,0,1,385.4,0.438505449,0.438505449
06-06-2026,529363,Adjacent SKU – Cups/Spoons June'26,Keyword,disposable cup,EXACT,3,DAILY,350,873,10,0,8,0,902,0,0,311.4,2.896596018,2.896596018
06-06-2026,529363,Adjacent SKU – Cups/Spoons June'26,Keyword,food container,EXACT,5,DAILY,350,481,0,0,0,0,0,0,0,173.4,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,katori,EXACT,1,DAILY,500,234,2,1,0,1,0,119,1,117,0,1.017094017
07-06-2026,529350,Bowls - Generic June'26,Keyword,jaat,SMART,1,DAILY,500,7,0,0,0,0,0,0,0,3.5,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,2,0,0,0,0,0,0,0,1,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,kata,SMART,1,DAILY,500,4,0,0,0,0,0,0,0,2,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,katha,SMART,1,DAILY,500,4,0,0,0,0,0,0,0,2,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,2,0,0,0,0,0,0,0,1,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,kathi,SMART,1,DAILY,500,7,0,0,0,0,0,0,0,3.5,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,kato,SMART,1,DAILY,500,19,0,0,0,0,0,0,0,9.5,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,katri kai,SMART,1,DAILY,500,3,0,0,0,0,0,0,0,1.5,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,2,0,0,0,0,0,0,0,1,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,kattu,SMART,1,DAILY,500,6,0,0,0,0,0,0,0,3,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,kito,SMART,1,DAILY,500,24,0,0,0,0,0,0,0,12,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,kot,SMART,1,DAILY,500,13,0,0,0,0,0,0,0,6.5,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,koth,SMART,1,DAILY,500,3,0,0,0,0,0,0,0,1.5,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,kotha,SMART,1,DAILY,500,7,0,0,0,0,0,0,0,3.5,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,2,0,0,0,0,0,0,0,1,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,kto,SMART,1,DAILY,500,4,0,0,0,0,0,0,0,2,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,small bowl,EXACT,1,DAILY,500,59,2,0,0,0,0,0,0,29.5,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,bowl small,SMART,1,DAILY,500,2,0,0,0,0,0,0,0,1,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,small bal,SMART,1,DAILY,500,3,0,0,0,0,0,0,0,1.5,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,small bow,SMART,1,DAILY,500,12,0,0,0,0,0,0,0,6,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,small bowl for,SMART,1,DAILY,500,2,0,0,0,0,0,0,0,1,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,small bowls,SMART,1,DAILY,500,2,0,0,0,0,0,0,0,1,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,small pot,SMART,5,DAILY,500,2,0,0,0,0,0,0,0,1,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,smallbowl,SMART,1,DAILY,500,2,0,0,0,0,0,0,0,1,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,snack bowl,SMART,1,DAILY,500,3,0,0,0,0,0,0,0,1.5,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,paper bowl,EXACT,1,DAILY,500,64,4,2,4,2,486,238,4,32,15.1875,22.625
07-06-2026,529350,Bowls - Generic June'26,Keyword,bowls,EXACT,1,DAILY,500,115,1,0,1,0,99,0,1,57.5,1.72173913,1.72173913
07-06-2026,529350,Bowls - Generic June'26,Keyword,bowl,EXACT,1,DAILY,500,1933,26,3,13,4,1557,376,11,966.5,1.610967408,2
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,2,0,0,0,0,0,0,0,1,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,14,0,0,0,0,0,0,0,7,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,4,0,0,0,0,0,0,0,2,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,5,0,0,0,0,0,0,0,2.5,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,3,0,0,0,0,0,0,0,1.5,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,2,0,0,0,0,0,0,0,1,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,3,0,0,0,0,0,0,0,1.5,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,boul,SMART,5,DAILY,500,60,0,0,0,0,0,0,0,30,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,2,0,0,0,0,0,0,0,1,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,bow,SMART,1,DAILY,500,302,1,0,0,0,0,0,0,151,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,6,0,0,0,0,0,0,0,3,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,2,0,0,0,0,0,0,0,1,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,12,0,0,0,0,0,0,0,6,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,7,0,0,0,0,0,0,0,3.5,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,2,0,0,0,0,0,0,0,1,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,3,0,0,0,0,0,0,0,1.5,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,14,0,0,0,0,0,0,0,7,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,12,0,0,0,0,0,0,0,6,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,7,0,0,0,0,0,0,0,3.5,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,2,0,0,0,0,0,0,0,1,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,9,0,0,0,0,0,0,0,4.5,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,3,0,0,0,0,0,0,0,1.5,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,3,0,0,0,0,0,0,0,1.5,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,disposable bowl,EXACT,1,DAILY,500,374,20,0,12,0,1908,0,10,187,10.20320856,10.20320856
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,4,0,0,0,0,0,0,0,2,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,72,0,0,0,0,0,0,0,36,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,bow,SMART,1,DAILY,500,248,0,0,0,0,0,0,0,124,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,2,0,0,0,0,0,0,0,1,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,5,1,0,1,0,99,0,0,2.5,39.6,39.6
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,3,0,0,0,0,0,0,0,1.5,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,3,0,0,0,0,0,0,0,1.5,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,4,0,0,0,0,0,0,0,2,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,5,1,0,1,0,99,0,1,2.5,39.6,39.6
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,2,0,0,0,0,0,0,0,1,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,5,0,0,0,0,0,0,0,2.5,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,15,0,0,0,0,0,0,0,7.5,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,23,0,0,0,0,0,0,0,11.5,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,21,0,0,0,0,0,0,0,10.5,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,2,0,0,0,0,0,0,0,1,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,5,0,0,0,0,0,0,0,2.5,0,0
