StorageType,FacilityName,City,SkuCode,SkuDescription,L1,L2,ShelfLifeDays,BusinessCategory,DaysOnHand,PotentialGmvLoss,OpenPos,OpenPoQuantity,WarehouseQtyAvailable
Ambient,NOI IM1,NOIDA,78553,Chuk Spoon Caddy 32.0 Pieces,Home and Kitchen Needs,Paper Disposable,2000,Non Food,25,1808.73,[ETPPO82325],60,67
Ambient,AMD IM3,AHMEDABAD,78553,Chuk Spoon Caddy 32.0 Pieces,Home and Kitchen Needs,Paper Disposable,2000,Non Food,365,0,[ETRPO21560],60,126
Ambient,DLHY GGNFC5,GURGAON,78553,Chuk Spoon Caddy 32.0 Pieces,Home and Kitchen Needs,Paper Disposable,2000,Non Food,0,1302.84,[],0,0
Ambient,GOA IM1,CENTRAL GOA,78553,Chuk Spoon Caddy 32.0 Pieces,Home and Kitchen Needs,Paper Disposable,2000,Non Food,8,4961.88,[GCAPO65949],60,60
Ambient,DLHY GGNFC9,DELHI,78553,Chuk Spoon Caddy 32.0 Pieces,Home and Kitchen Needs,Paper Disposable,2000,Non Food,148,256.41,[],0,55
Ambient,GAU IM1,GUWAHATI,78553,Chuk Spoon Caddy 32.0 Pieces,Home and Kitchen Needs,Paper Disposable,2000,Non Food,1600,6.93,[],0,16
Ambient,CHN ECOM,CHENNAI,78553,Chuk Spoon Caddy 32.0 Pieces,Home and Kitchen Needs,Paper Disposable,2000,Non Food,6,6618.15,[JCNPO279841],120,61
Ambient,CHE AMB IM2,CHENNAI,78553,Chuk Spoon Caddy 32.0 Pieces,Home and Kitchen Needs,Paper Disposable,2000,Non Food,8,6950.79,"[JN2PO110152"",""JN2PO109597"",""JN2PO113914]",240,82
Ambient,KOC IM1,KOCHI,78553,Chuk Spoon Caddy 32.0 Pieces,Home and Kitchen Needs,Paper Disposable,2000,Non Food,0,5308.38,"[KOCPO126460"",""KOCPO127958]",240,0
Ambient,KOLKATA ECOM,KOLKATA,78553,Chuk Spoon Caddy 32.0 Pieces,Home and Kitchen Needs,Paper Disposable,2000,Non Food,0,887.04,[],0,0
Ambient,KOL IM2,KOLKATA,78553,Chuk Spoon Caddy 32.0 Pieces,Home and Kitchen Needs,Paper Disposable,2000,Non Food,365,0,[],0,113
Ambient,BLR IM4,BANGALORE,78553,Chuk Spoon Caddy 32.0 Pieces,Home and Kitchen Needs,Paper Disposable,2000,Non Food,5,4407.48,"[MBEPO40103"",""MBEPO40463]",120,33
Ambient,BLR IM1,BANGALORE,78553,Chuk Spoon Caddy 32.0 Pieces,Home and Kitchen Needs,Paper Disposable,2000,Non Food,0,4670.82,"[MBIPO411936"",""MBIPO409537"",""MBIPO412448]",240,1
,BLR DHL,BANGALORE_2,78553,Chuk Spoon Caddy 32.0 Pieces,Home and Kitchen Needs,Paper Disposable,2000,Non Food,6,5710.32,"[MBJPO86728"",""MBJPO87344"",""MBJPO85496]",180,52
Ambient,BLR ECOM2,BANGALORE,78553,Chuk Spoon Caddy 32.0 Pieces,Home and Kitchen Needs,Paper Disposable,2000,Non Food,15,5973.66,"[MBLPO425326"",""MBLPO427224]",120,136
Ambient,NAG IM1,NAGPUR,78553,Chuk Spoon Caddy 32.0 Pieces,Home and Kitchen Needs,Paper Disposable,2000,Non Food,0,1704.78,[],0,0
Ambient,CHD ECOM,CHANDIGARH,78553,Chuk Spoon Caddy 32.0 Pieces,Home and Kitchen Needs,Paper Disposable,2000,Non Food,0,2300.76,[PCHPO219267],180,0
Ambient,CHD_IM2,CHANDIGARH,78553,Chuk Spoon Caddy 32.0 Pieces,Home and Kitchen Needs,Paper Disposable,2000,Non Food,365,0,[],0,0
Ambient,VIZ IM1,VIZAG,78553,Chuk Spoon Caddy 32.0 Pieces,Home and Kitchen Needs,Paper Disposable,2000,Non Food,0,3617.46,[VIAPO82820],120,0
Ambient,HYD IM2,HYDERABAD,792937,Chuk 150 Ml Bowl 25.0 Pieces,Home and Kitchen Needs,Paper Disposable,1095,Non Food,7,4036.55,"[CHCPO366456"",""CHCPO369029]",80,47
Ambient,HYD IM1,HYDERABAD,792937,Chuk 150 Ml Bowl 25.0 Pieces,Home and Kitchen Needs,Paper Disposable,1095,Non Food,10,4448.85,[CHMPO316011],80,68
Ambient,MUM IM3,MUMBAI,792937,Chuk 150 Ml Bowl 25.0 Pieces,Home and Kitchen Needs,Paper Disposable,1095,Non Food,11,6417.25,[CI3PO79275],80,107
Ambient,MUM IM1,MUMBAI,792937,Chuk 150 Ml Bowl 25.0 Pieces,Home and Kitchen Needs,Paper Disposable,1095,Non Food,21,5439.7,[CIMPO117779],160,172
Ambient,MUM FC22,MUMBAI,792937,Chuk 150 Ml Bowl 25.0 Pieces,Home and Kitchen Needs,Paper Disposable,1095,Non Food,0,4548.6,"[CMFPO344461"",""CMFPO342433]",160,2
Ambient,HYD IM4,HYDERABAD,792937,Chuk 150 Ml Bowl 25.0 Pieces,Home and Kitchen Needs,Paper Disposable,1095,Non Food,0,7301.7,"[CMMPO13936"",""CMMPO13717"",""CMMPO13839]",600,0
Ambient,HYD IM5,HYDERABAD,792937,Chuk 150 Ml Bowl 25.0 Pieces,Home and Kitchen Needs,Paper Disposable,1095,Non Food,365,0,[],0,0
Ambient,PUN DELHIVERY,PUNE,792937,Chuk 150 Ml Bowl 25.0 Pieces,Home and Kitchen Needs,Paper Disposable,1095,Non Food,0,5286.75,"[CPDPO293214"",""CPDPO290836]",200,0
Ambient,NOI IM1,NOIDA,792937,Chuk 150 Ml Bowl 25.0 Pieces,Home and Kitchen Needs,Paper Disposable,1095,Non Food,1,3364.9,[ETPPO82325],120,9
Ambient,AMD IM3,AHMEDABAD,792937,Chuk 150 Ml Bowl 25.0 Pieces,Home and Kitchen Needs,Paper Disposable,1095,Non Food,365,0,[],0,5
Ambient,DLHY GGNFC5,GURGAON,792937,Chuk 150 Ml Bowl 25.0 Pieces,Home and Kitchen Needs,Paper Disposable,1095,Non Food,15,3863.65,"[FC5PO422600"",""FC5PO422063]",80,90
Ambient,GOA IM1,CENTRAL GOA,792937,Chuk 150 Ml Bowl 25.0 Pieces,Home and Kitchen Needs,Paper Disposable,1095,Non Food,37,997.5,[],0,56
Ambient,DLHY GGNFC9,DELHI,792937,Chuk 150 Ml Bowl 25.0 Pieces,Home and Kitchen Needs,Paper Disposable,1095,Non Food,58,3172.05,[],0,278
Ambient,CHN ECOM,CHENNAI,792937,Chuk 150 Ml Bowl 25.0 Pieces,Home and Kitchen Needs,Paper Disposable,1095,Non Food,26,3537.8,[JCNPO279841],80,142
Ambient,CHE AMB IM2,CHENNAI,792937,Chuk 150 Ml Bowl 25.0 Pieces,Home and Kitchen Needs,Paper Disposable,1095,Non Food,22,4694.9,"[JN2PO112518"",""JN2PO109597"",""JN2PO110659"",""JN2PO110152]",280,162
Ambient,JAI IM1,JAIPUR,792937,Chuk 150 Ml Bowl 25.0 Pieces,Home and Kitchen Needs,Paper Disposable,1095,Non Food,0,1103.9,[],0,1
Ambient,KOC IM1,KOCHI,792937,Chuk 150 Ml Bowl 25.0 Pieces,Home and Kitchen Needs,Paper Disposable,1095,Non Food,365,0,[],0,0
Ambient,KOLKATA ECOM,KOLKATA,792937,Chuk 150 Ml Bowl 25.0 Pieces,Home and Kitchen Needs,Paper Disposable,1095,Non Food,0,2480.45,[],0,3
Ambient,KOL IM2,KOLKATA,792937,Chuk 150 Ml Bowl 25.0 Pieces,Home and Kitchen Needs,Paper Disposable,1095,Non Food,365,0,[KWBPO102260],40,107
Ambient,BLR IM4,BANGALORE,792937,Chuk 150 Ml Bowl 25.0 Pieces,Home and Kitchen Needs,Paper Disposable,1095,Non Food,4,3531.15,"[MBEPO40463"",""MBEPO40103]",80,25
Ambient,BLR IM1,BANGALORE,792937,Chuk 150 Ml Bowl 25.0 Pieces,Home and Kitchen Needs,Paper Disposable,1095,Non Food,0,5519.5,"[MBIPO406375"",""MBIPO409099"",""MBIPO410364"",""MBIPO408445]",400,0
,BLR DHL,BANGALORE_2,792937,Chuk 150 Ml Bowl 25.0 Pieces,Home and Kitchen Needs,Paper Disposable,1095,Non Food,15,4395.65,[MBJPO86728],80,103
Ambient,BLR ECOM2,BANGALORE,792937,Chuk 150 Ml Bowl 25.0 Pieces,Home and Kitchen Needs,Paper Disposable,1095,Non Food,16,7647.5,"[MBLPO427224"",""MBLPO425903]",160,195
Ambient,NAG IM1,NAGPUR,792937,Chuk 150 Ml Bowl 25.0 Pieces,Home and Kitchen Needs,Paper Disposable,1095,Non Food,14,591.85,[],0,13
Ambient,CHD ECOM,CHANDIGARH,792937,Chuk 150 Ml Bowl 25.0 Pieces,Home and Kitchen Needs,Paper Disposable,1095,Non Food,55,325.85,[],0,27
Ambient,CHD_IM2,CHANDIGARH,792937,Chuk 150 Ml Bowl 25.0 Pieces,Home and Kitchen Needs,Paper Disposable,1095,Non Food,365,0,[],0,0
,NOI IM1,NOIDA,995391,Chuk 4 CP Chausar Without Lid (Pack of 25) 25.0 pieces,Assure Packaging,Non Customised Packaging,1095,Non Food,365,0,[],0,0
